PosterID	FigureID	Type	PersonatedMaxIntimacy	PosterName	TalkList	facelist	cvlist	height	threesize	seriesname	description	brithday	hobby	FirstSightDialogue	SeriesID	Live2D	Group	GroupName	IsOpen	BackGround	DialogueX	DialogueY	isPDAS	IsEntry	PartsNum
272	1272	1	0	432101	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;4;	0;0;0;0;0;0;	-	-	82466	432113	6/23	82776	432107	7	3	12	0	1	0	-150	0	0	0	0
273	1273	1	0	432114	432117;432118;432119;432120;432121;	1;2;1;3;2;4;	0;0;0;0;0;0;	-	-	82466	432133	12/24	81708	432119	7	3	8	0	1	0	-150	0	0	0	0
274	1274	1	0	432115	432122;432123;432124;432125;432126;	1;2;1;3;2;4;	0;0;0;0;0;0;	-	-	82466	432134	-	82466	432122	7	3	8	0	1	0	-150	0	0	0	0
275	1275	2	99	432116	432136;432137;432138;432139;432140;432141;	2;1;3;4;5;2;	0;0;0;0;0;0;	121cm	80/66/82	432152	432143	-	432142	432136	7	0	1083	0	1	002	-150	0	0	0	0
276	1276	1	0	204688	204935;204936;204937;204938;204939;	1;4;4;3;2;3;	0;0;0;0;0;0;	145cm	72/55/74	432811	205305	11/15	432812	155193	7	1	14	0	1	002	-150	0	0	0	0
277	1277	1	0	432144	432145;432146;432147;432148;432149;	1;2;1;3;2;4;	0;0;0;0;0;0;	148cm	75/55/77	82466	432150	-	432151	432148	7	2	104	0	1	0	-150	0	0	0	0
278	1278	3	99	3590	81749;81750;81751;81752;81753;	0;0;0;0;0;	0;0;0;0;0;	-	-	82840	320326	-	82840	155180	7	1	2005	0	1	0	-150	0	0	0	0
279	1279	3	99	1800	81749;81750;81751;81752;81753;	0;0;0;0;0;	0;0;0;0;0;	-	-	82840	291569	-	82840	155183	7	1	2004	0	1	0	-150	0	0	0	0
280	1280	1	0	432165	432145;432146;432147;432148;432149;	1;2;1;3;2;4;	0;0;0;0;0;0;	145cm	70/58/73	205034	432171	3/28	81349	432167	7	2	5	0	1	0	-150	0	0	0	0
281	1281	1	0	432154	432155;432156;432157;432158;432159;	1;2;1;3;2;4;	0;0;0;0;0;0;	156cm	82/54/84	82373	432161	5/2	82372	432155	7	2	11	0	1	0	-150	0	0	0	0
282	1282	4	99	432162	82913;82914;82915;82916;82917;	1;5;2;3;2;4;	0;0;0;0;0;0;	152cm	68/52/65	432098	82924	-	82923	82915	11	2	3007	0	1	002	-150	0	0	0	0
283	1283	4	99	432163	82918;82919;82920;82921;82922;	1;5;2;3;2;4;	0;0;0;0;0;0;	160cm	79/62/76	81727	82926	-	82925	82921	11	2	3008	0	1	002	-150	0	0	0	0
284	1284	1	0	432172	432173;432174;432175;432176;432177	1;2;1;3;2;4;	0;0;0;0;0;0;	166cm	92/65/94	81642	432178	12/25	81641	432173	7	2	102	0	1	0	-150	0	0	0	0
285	1285	5	0	432179	82563;82563;82563;82563;82563;82563;	0;0;0;0;0;0;	0;0;0;0;0;0;	147cm	70/49/71	205033	82599	8/18	81366	432191	7	3	4007	0	1	0	-150	0	0	0	0
286	1286	2	99	432180	432182;432183;432184;432185;432186;432187;	1;3;2;4;5;6;	0;0;0;0;0;0;	148cm	82/62/84	432188	432189	6/6	432190	432182	7	0	1085	0	1	002	-150	0	0	0	0
287	1287	2	99	432181	432192;432193;432194;432195;432196;432197;	1;1;1;4;2;4;	0;0;0;0;0;0;	160cm	82/62/84	432198	432199	4/7	432200	432192	7	0	1086	0	1	003	-150	0	0	0	0
288	1288	6	99	432745	432747;432748;432749;432750;432751;432752;432753;432754;432755;432756;	0;0;0;0;0;0;0;0;0;0;	1;2;3;4;5;6;7;8;9;10;	169cm	??/??/??	432767	432769	12/24	432768	432747	7	0	10109	0	1	025	-150	0	0	0	0
289	1289	6	99	432746	432757;432758;432759;432760;432761;432762;432763;432764;432765;432766;	0;0;0;0;0;0;0;0;0;0;	1;2;3;4;5;6;7;8;9;10;	179cm	??/??/??	432770	432772	1/1	432771	432757	7	0	10110	0	1	025	-150	0	0	0	0
290	1290	2	99	432201	432204;432205;432206;432207;432208;432209;	2;4;2;3;2;3;	0;0;0;0;0;0;	163cm	87/65/90	432210	432212	-	432211	432209	6	0	1087	0	1	001	-150	0	0	0	0
291	1291	2	99	432202	432213;432214;432215;432216;432217;432218;	1;4;2;4;3;4;	0;0;0;0;0;0;	157cm	80/59/83	432219	432221	2/8	432220	432213	7	0	1088	0	1	003	-150	0	0	0	0
292	1292	2	99	432203	432222;432223;432224;432225;432226;432227;	1;2;1;3;1;4;	0;0;0;0;0;0;	144cm	69/51/70	432228	432230	9/7	432229	432222	11	0	1089	0	1	015	-150	0	0	0	0
293	1293	2	99	432231	432235;432236;432237;432238;432239;432240;	1;1;3;4;2;4;	0;0;0;0;0;0;	146cm	62/42/64	432241	432242	12/1	432243	432235	7	0	1090	0	1	020	-150	0	0	0	0
294	1294	1	99	432232	432213;432214;432215;432216;432217;432218;	1;4;2;4;3;4;	0;0;0;0;0;0;	148cm	75/57/75 	432259	432260	9/9	432261	432245	7	2	7	0	1	0	-150	0	0	0	0
295	1295	3	99	432233	432222;432223;432224;432225;432226;432227;	1;2;1;3;1;4;	0;0;0;0;0;0;	-	-	432262	432263	7/22 	432264	432249	7	2	2001	0	1	0	-150	0	0	0	0
296	1296	1	0	432234	204935;204936;204937;204938;204939;	1;4;4;3;2;3;	0;0;0;0;0;0;	145cm	72/55/74	432811	432265	11/15	432266	432257	7	2	14	0	1	0	-150	0	0	0	0
297	1297	1	0	432268	432272;432273;432274;432275;432276;	1;2;1;3;2;4;	0;0;0;0;0;0;	156cm	82/54/84	82373	432300	5/2	432299	432272	7	2	11	0	1	0	-150	0	0	0	0
298	1298	1	0	432269	432155;432156;432157;432158;432159;	1;2;1;3;2;4;	0;0;0;0;0;0;	156cm	82/54/84	432296	432297	5/2	432298	432280	7	2	11	0	1	0	-150	0	0	0	0
299	1299	3	0	432270	81749;81750;81751;81752;81753;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	432294	-	432295	432286	7	2	2006	0	1	0	-150	0	0	0	0
300	1300	3	0	432271	81749;81750;81751;81752;81753;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	432302	-	432301	432288	7	2	2004	0	1	0	-150	0	0	0	0
301	1301	3	0	432312	81749;81750;81751;81752;81753;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	432319	-	432318	432316	7	2	2005	0	1	0	-150	0	0	0	0
302	1302	1	0	432320	82770;82771;82772;82773;82774;	0;0;0;0;0;0;	0;0;0;0;0;0;	168cm	92/61/92	432326	432328	3/1	432327	432323	7	2	13	0	1	0	-150	0	0	0	0
303	1303	2	99	432329	432334;432335;432336;432337;432338;	1;3;4;2;4;	0;0;0;0;0;	150cm	69/52/71	432339	432341	-	432340	432334	7	0	1091	0	1	005	-150	0	0	0	0
304	1304	2	99	432342	432392;432393;432394;432395;432396;	1;4;2;7;6;	0;0;0;0;0;	165cm	86/57/89	432397	432399	9/15	432398	432392	7	0	1092	0	1	001	-150	0	0	0	0
305	1305	2	99	432343	432383;432384;432385;432386;432387;432388;	4;1;3;4;3;3;	0;0;0;0;0;	146cm	76/52/73	432389	432390	8/4	432391	432388	7	0	1093	0	1	011	-150	0	0	0	0
306	1306	6	99	432400	432405;432406;432407;432408;432409;432410;	1;3;4;2;4;	0;0;0;0;0;	-	-	82466	432436	-	432435	432405	7	2	10606	0	1	0	-150	0	0	0	0
307	1307	6	99	432401	432411;432412;432413;432414;432415;432416;	1;4;2;7;6;	0;0;0;0;0;	-	-	82466	432438	-	432437	432411	7	2	10607	0	1	0	-150	0	0	0	0
308	1308	6	99	432402	432417;432418;432419;432420;432421;432422;	4;1;3;4;3;3;	0;0;0;0;0;	-	-	82466	432440	-	432439	432417	7	2	10608	0	1	0	-150	0	0	0	0
309	1309	6	99	432403	432423;432424;432425;432426;432427;432428;	1;3;4;2;4;	0;0;0;0;0;	-	-	82466	432442	-	432441	432426	7	2	10609	0	1	0	-150	0	0	0	0
310	1310	6	99	432404	432429;432430;432431;432432;432433;432434;	1;4;2;7;6;	0;0;0;0;0;	-	-	82466	432443	-	82466	432429	7	2	10610	0	1	0	-150	0	0	0	0
311	1311	4	99	432444	82913;82914;82915;82916;82917;	1;5;2;3;2;4;	0;0;0;0;0;0;	140cm	68/50/64	432456	432458	-	432457	432446	11	2	3009	0	1	002	-150	0	0	0	0
312	1312	4	99	432445	82918;82919;82920;82921;82922;	1;5;2;3;2;4;	0;0;0;0;0;0;	167cm	84/64/80	432459	432461	-	432460	432452	11	2	3010	0	1	002	-150	0	0	0	0
313	1313	2	99	432462	432472;432473;432474;432475;432476;432477;	4;2;3;4;1;2;	0;0;0;0;0;0;	无法测量	89/60/95	432478	432479	2/21	432480	432474	11	0	1094	0	1	020	-150	0	0	0	0
314	1314	2	99	432463	432481;432482;432483;432484;432485;432486;	2;4;1;2;5;3;	0;0;0;0;0;0;	159cm	83/55/88	432487	432488	9/15	432489	432483	11	0	1095	0	1	002	-150	0	0	0	0
315	1315	2	99	432464	432490;432491;432492;432493;432494;432495;	3;1;3;4;4;2;	0;0;0;0;0;0;	169cm	93/59/99	432496	432497	12/25	432498	432492	11	0	1096	0	1	022	-150	0	0	0	0
316	1316	1	0	432465	432467;432468;432469;432470;432471;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	432499	-	432500	432468	7	2	12	0	1	0	-150	0	0	0	0
317	1317	5	0	432466	82563;82563;82563;82563;82563;82563;	0;0;0;0;0;0;	0;0;0;0;0;0;	-	-	82466	82599	-	82466	432501	11	3	4008	0	1	0	-150	0	0	0	0
318	1318	1	0	432730	432732;432733;432734;432735;432736	0;0;0;0;0;	0;0;0;0;0;	145cm	73/54/77	82466	432502	6/23	432500	432736	7	2	12	0	1	0	-150	0	0	0	0
319	1319	1	0	432731	432737;432738;432739;432740;432741	0;0;0;0;0;	0;0;0;0;0;	159cm	86/56/88	81709	432503	12/24	432742	432737	7	2	8	0	1	0	-150	0	0	0	0
320	1320	1	99	432504	432512;432513;432514;432515;432516;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	432542	-	82466	432516	7	2	3	0	1	0	-150	0	0	0	0
321	1321	1	99	432505	432467;432468;432469;432470;432471;	0;0;0;0;0;	0;0;0;0;0;	163cm	84/59/87	205001	432544	12/7	432545	432519	7	2	1	0	1	0	-150	0	0	0	0
322	1322	1	99	432506	82563;82563;82563;82563;82563;82563;	0;0;0;0;0;0;	0;0;0;0;0;0;	167cm	95/61/92	81329	432546	6/11	432547	432524	7	2	4	0	1	0	-150	0	0	0	0
323	1323	1	99	432507	432467;432468;432469;432470;432471;	0;0;0;0;0;	0;0;0;0;0;	156cm	82/54/84	82373	432548	5/2	432549	432529	7	2	11	0	1	0	-150	0	0	0	0
324	1324	1	99	432508	432467;432468;432469;432470;432471;	0;0;0;0;0;	0;0;0;0;0;	145cm	73/54/77	82775	432550	6/23	432551	432536	7	2	12	0	1	0	-150	0	0	0	0
325	1325	1	99	432509	432537;432538;432539;432540;432541;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	432543	-	82466	432538	7	2	5	0	1	0	-150	0	0	0	0
326	1326	1	0	432510	432552;432553;432554;432555;432556;	2;5;1;3;2;	0;0;0;0;0;	156cm	82/54/84	82373	432557	5/2	432558	432554	7	0	11	0	1	023	-150	0	0	0	0
327	1327	2	99	432511	432559;432560;432561;432562;432563;432564;	4;1;3;3;2;5;	0;0;0;0;0;0;	150cm	96/52/77	432565	432566	10/25	432567	432563	7	0	1097	0	1	002	-150	0	0	0	0
328	1328	3	0	432568	432575;432576;432577;432578;432579;432580;	0;0;0;0;0;0;	0;0;0;0;0;0;	157cm	84/56/87	432618	432624	-	432630	432579	11	2	2115	0	1	0	-150	0	0	0	0
329	1329	3	0	432569	432581;432582;432583;432584;432585;432586;	0;0;0;0;0;0;	0;0;0;0;0;0;	160cm	82/55/83	432619	432625	-	432631	432583	11	2	2116	0	1	0	-150	0	0	0	0
330	1330	3	0	432570	432587;432588;432589;432590;432591;432592;	0;0;0;0;0;0;	0;0;0;0;0;0;	153cm	79/52/82	432620	432626	-	432632	432591	11	2	2117	0	1	0	-150	0	0	0	0
331	1331	3	0	432571	432593;432594;432595;432596;432597;432598;	0;0;0;0;0;0;	0;0;0;0;0;0;	155cm	83/55/86	432621	432627	-	432633	432595	11	2	2118	0	1	0	-150	0	0	0	0
332	1332	3	0	432572	432599;432600;432601;432602;432603;432604;	0;0;0;0;0;0;	0;0;0;0;0;0;	156cm	87/56/86	432622	432628	-	432634	432602	11	2	2119	0	1	0	-150	0	0	0	0
333	1333	3	0	432573	432605;432606;432607;432608;432609;432610;	0;0;0;0;0;0;	0;0;0;0;0;0;	169cm	89/59/93	432623	432629	-	432635	432608	11	2	2120	0	1	0	-150	0	0	0	0
334	1334	5	0	432574	432611;432612;432613;432614;432615;	0;0;0;0;0;	0;0;0;0;0;	153cm	75/55/76	432618	432616	7/26	432617	432613	11	3	4009	0	1	0	-150	0	0	0	0
335	1335	4	0	432661	432669;432670;432671;432672;432673;	0;0;0;0;0;	0;0;0;0;0;	149cm	70/55/71	205033	432785	-	82802	432673	11	2	3001	0	1	0	-150	0	0	0	0
336	1336	4	0	432662	432674;432675;432676;432677;432678;	0;0;0;0;0;	0;0;0;0;0;	152cm	74/52/75	432621	432786	-	82805	432674	11	2	3002	0	1	0	-150	0	0	0	0
337	1337	4	0	432663	432679;432680;432681;432682;432683;	0;0;0;0;0;	0;0;0;0;0;	141cm	69/52/71	82809	432787	-	82808	432679	11	2	3003	0	1	0	-150	0	0	0	0
338	1338	4	0	432664	432684;432685;432686;432687;432688;	0;0;0;0;0;	0;0;0;0;0;	156cm	80/64/75	205014	432788	-	82879	432684	11	2	3004	0	1	0	-150	0	0	0	0
339	1339	4	0	432665	432689;432690;432691;432692;432693;	0;0;0;0;0;	0;0;0;0;0;	170cm	95/72/86	432782	432783	-	432784	432689	11	2	3005	0	1	0	-150	0	0	0	0
340	1340	4	0	432666	432694;432695;432696;432697;432698;	0;0;0;0;0;	0;0;0;0;0;	165cm	82/66/78	432779	432780	-	432781	432694	11	2	3006	0	1	0	-150	0	0	0	0
341	1341	4	0	432667	432699;432700;432701;432702;432703;	0;0;0;0;0;	0;0;0;0;0;	152cm	68/52/65	432776	432777	-	432778	432699	11	2	3007	0	1	0	-150	0	0	0	0
342	1342	4	0	432668	432704;432705;432706;432707;432708;	0;0;0;0;0;	0;0;0;0;0;	158cm	64/48/68	432773	432774	-	432775	432704	11	2	3008	0	1	0	-150	0	0	0	0
343	1343	5	0	432709	432712;432713;432714;432715;432716;	0;0;0;0;0;	0;0;0;0;0;	166cm	87/63/91	432939	432940	9/19	432941	432716	11	3	4011	0	1	0	-150	0	0	0	0
344	1344	5	0	432710	432611;432612;432613;432614;432615;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	432616	-	432617	433478	7	3	4012	0	1	0	-150	0	0	0	0
345	1345	1	0	432711	432722;432723;432724;432725;432726;	0;0;0;0;0;	0;0;0;0;0;	147cm	74/55/76	432727	432728	8/18	432729	432722	7	2	3	0	1	0	-150	0	0	0	0
346	1346	2	99	432642	432645;432646;432647;432648;432649;432650;	1;2;3;4;5;6;	0;0;0;0;0;0;	158cm	83/62/81	432656	432657	-	432658	432645	11	0	1098	0	1	017	-150	0	0	0	0
347	1347	1	99	432643	432651;432652;432653;432654;432655;	0;0;0;0;0;	0;0;0;0;0;	166cm	90/58/91	81783	432659	8/17	81784	432654	7	2	101	0	1	0	-150	0	0	0	0
348	1348	5	0	432644	432611;432612;432613;432614;432615;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	432616	-	432617	432660	11	3	4010	0	1	0	-150	0	0	0	0
351	1351	1	0	204606	204935;204936;204937;204938;204939;	1;4;4;3;2;3;	0;0;0;0;0;0;	166cm	87/63/91	432964	293187	9/19	432963	155196	7	1	15	0	1	002	-150	0	0	0	0
352	1352	2	99	432789	432790;432791;432792;432793;432794;432795;	0;2;5;1;4;3;	0;0;0;0;0;0;	164cm	88/53/89	432799	432801	12/12	432800	432790	11	0	1099	0	1	005	-150	0	0	0	0
353	1353	2	99	432916	432982;432983;432984;432985;432986;432987;	2;6;7;3;6;7;	0;0;0;0;0;0;	168cm	93/65/89	432988	432981	9/23 	432980	432982	11	0	1100	0	1	018	-150	0	0	0	0
354	1354	2	99	432917	432953;432954;432955;432956;432957;	1;2;3;4;5;	0;0;0;0;0;	155cm	83/58/81	432958	432959	11/18	432960	432954	11	0	1101	0	1	014	-150	0	0	0	0
355	1355	6	99	432833	432405;432406;432407;432408;432409;432410;	1;3;4;2;4;	0;0;0;0;0;	-	-	82466	433010	-	82466	432837	7	2	10701	0	1	0	-150	0	0	0	0
356	1356	6	99	432840	432411;432412;432413;432414;432415;432416;	1;4;2;7;6;	0;0;0;0;0;	-	-	82466	433011	-	82466	432841	7	2	10702	0	1	0	-150	0	0	0	0
357	1357	6	99	432844	432417;432418;432419;432420;432421;432422;	4;1;3;4;3;3;	0;0;0;0;0;	-	-	82466	433012	-	82466	432848	7	2	10703	0	1	0	-150	0	0	0	0
358	1358	6	99	432850	432423;432424;432425;432426;432427;432428;	1;3;4;2;4;	0;0;0;0;0;	-	-	82466	433013	-	82466	432854	7	2	10704	0	1	0	-150	0	0	0	0
359	1359	6	99	432860	432429;432430;432431;432432;432433;432434;	1;4;2;7;6;	0;0;0;0;0;	-	-	82466	433014	-	82466	432861	7	2	10705	0	1	0	-150	0	0	0	0
360	1360	6	0	432866	432423;432424;432425;432426;432427;432429;	1;3;4;2;5;	0;0;0;0;0;	-	-	82466	82466	-	82466	432868	7	2	10706	0	1	0	-150	0	0	0	0
361	1361	6	0	432871	432429;432430;432431;432432;432433;432435;	1;4;2;7;7;	0;0;0;0;0;	-	-	82466	82466	-	82466	432873	7	2	10707	0	1	0	-150	0	0	0	0
362	1362	1	0	432802	432803;432804;432805;432806;432807;	0;0;0;0;0;	0;0;0;0;0;	166cm	87/63/91	155108	432830	9/19	432829	432804	7	2	15	0	1	0	-150	0	0	0	0
363	1363	2	0	432808	432813;432814;432815;432816;432817;	0;0;0;0;0;	0;0;0;0;0;	152cm 	81/60/83  	432818	432819	5/4 	432820	432814	6	0	1102	0	1	004	-150	0	0	0	0
364	1364	2	0	432809	432821;432822;432823;432824;432825;	0;0;0;0;0;	0;0;0;0;0;	161cm	85/64/89	432826	432827	7/24	432828	432821	9	0	1103	0	1	004	-150	0	0	0	0
365	1365	4	0	432876	432877;432878;432879;432880;432881;	0;0;0;0;0;	0;0;0;0;0;	140cm	68/50/64	432456	432919	-	432457	432877	11	2	3009	0	1	0	-150	0	0	0	0
366	1366	4	0	432882	432883;432884;432885;432886;432887;	0;0;0;0;0;	0;0;0;0;0;	167cm	84/64/80	432459	432920	-	432460	432885	11	2	3010	0	1	0	-150	0	0	0	0
367	1367	2	99	432888	432891;432892;432893;432894;432895;432896;	1;3;2;3;5;4;	0;0;0;0;0;0;	163cm	78/54/75	82609	432890	7/1	432889	432891	11	0	1104	0	1	022	-150	0	0	0	0
368	1368	2	99	432897	432790;432791;432792;432793;432794;	0;0;0;0;0;	0;0;0;0;0;0;	164cm	88/53/89	432799	432801	12/12	432800	432790	11	0	1105	0	1	022	-150	0	0	0	0
369	1369	2	99	432898	432965;432966;432967;432968;432969;	1;2;4;3;5;	0;0;0;0;0;	160cm	84/62/83	82609	432970	6/17	432971	432968	11	0	1106	0	1	003	-150	0	0	0	0
370	1370	2	99	432899	432974;432975;432976;432977;432978;432979;	1;2;1;3;4;3;	0;0;0;0;0;0;	153cm	82/58/87	81701	432973	-	432972	432974	11	0	1107	0	1	001	-150	0	0	0	0
371	1371	2	99	432900	433060;433061;433062;433063;433064;	1;2;3;4;5;	0;0;0;0;0;	172cm	85/63/84	433065	433066	-	433067	433060	3	0	1108	0	1	026	-150	0	0	0	0
372	1372	2	99	432901	433183;433184;433185;433186;433187;433188;	1;3;5;2;4;6;	0;0;0;0;0;0;	150cm	77/53/83	433190	433191	11/11	433189	433183	1	0	1109	0	1	003	-150	0	0	0	0
373	1373	1	0	432902	432903;432904;432905;432906;432907;	0;0;0;0;0;	0;0;0;0;0;	166cm	87/63/91	155108	432921	9/19	432922	432904	7	2	15	0	1	0	-150	0	0	0	0
374	1374	1	0	432908	432909;432910;432911;432912;432913;	0;0;0;0;0;	0;0;0;0;0;	165cm	84/64/90	432991	432990	2/9	432989	432910	7	2	10	0	1	0	-150	0	0	0	0
375	1375	2	99	432914	432923;432924;432925;432926;432927;432928;	1;5;4;3;2;2;	0;0;0;0;0;0;	134cm	66/47/70	432620	432929	-	432930	432926	11	0	1110	0	1	001	-150	0	0	0	0
376	1376	2	99	432915	432931;432932;432933;432934;432935;	1;4;2;3;5;	0;0;0;0;0;	161cm	87/60/90	432936	432937	-	432938	432931	11	0	1111	0	1	026	-150	0	0	0	0
377	1377	5	0	433047	432611;432612;432613;432614;432615;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	432616	-	432617	433050	11	3	4013	0	1	0	-150	0	0	0	0
378	1378	4	99	432998	432999;433000;433001;433002;433003;	0;0;0;0;0;	0;0;0;0;0;	152cm	65/47/68	432621	433071	-	433070	433000	11	2	3011	0	1	002	-150	0	0	0	0
379	1379	4	99	433004	433005;433006;433007;433008;433009;	0;0;0;0;0;	0;0;0;0;0;	165cm	89/62/90	432799	433072	-	204901	433008	11	2	3012	0	1	002	-150	0	0	0	0
380	1380	1	0	432992	432993;432994;432995;432996;432997;	0;0;0;0;0;	0;0;0;0;0;	168cm	92/61/92	433015	433016	3/1	433017	432994	7	2	13	0	1	0	-150	0	0	0	0
381	1381	5	0	433053	432611;432612;432613;432614;432615;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	432616	-	432617	433664	11	3	4014	0	1	0	-150	0	0	0	0
382	1382	1	0	433054	433055;433056;433057;433058;433059	0;0;0;0;0;	0;0;0;0;0;	159cm	86/56/88	433073	433075	12/24	433074	433057	7	2	8	0	1	0	-150	0	0	0	0
383	1383	1	0	433023	433024;433025;433026;433027;433028	0;0;0;0;0;	0;0;0;0;0;	145cm	73/54/77	433076	433078	6/23	433077	433026	7	2	12	0	1	0	-150	0	0	0	0
384	1384	1	0	433029	433030;433031;433032;433033;433034;	0;0;0;0;0;	0;0;0;0;0;	149cm	74/56/78	82044	433079	10/18	433080	433032	7	2	6	0	1	0	-150	0	0	0	0
385	1385	1	0	433035	433036;433037;433038;433039;433040;	0;0;0;0;0;	0;0;0;0;0;0;	145cm	72/55/74	432811	433294	11/15	433295	433039	7	2	14	0	1	0	-150	0	0	0	0
386	1386	1	0	433041	433042;433043;433044;433045;433046;	0;0;0;0;0;	0;0;0;0;0;	168cm	92/61/92	82483	433607	3/1	433608	433042	7	2	13	0	1	0	-150	0	0	0	0
387	1387	2	99	433081	433088;433089;433090;433091;433092;433093;	5;2;4;6;1;3;	0;0;0;0;0;0;	163cm	88/53/89	433094	433095	3/9	433096	433093	1	0	1112	0	1	001	-150	0	0	0	0
388	1388	2	99	433082	433106;433107;433108;433109;433110;433111;	1;2;3;4;5;5;	0;0;0;0;0;0;	180cm	92/58/92	433114	433112	5/23	433113	433111	6	0	1113	0	1	026	-150	0	0	0	0
389	1389	2	99	433083	433124;433125;433126;433127;433128;433129	2;2;4;2;2;1;	0;0;0;0;0;	151cm	78/52/82	433131	433132	1/4	433130	433124	11	0	1114	0	1	003	-150	0	0	0	0
390	1390	2	99	433084	433115;433116;433117;433118;433119;433120;	4;1;2;4;3;5;	0;0;0;0;0;0;	162cm	86/57/89	433122	433123	4/8	433121	433119	11	0	1115	0	1	012	-150	0	0	0	0
391	1391	2	99	433085	433133;433134;433135;433136;433137;433138;	2;1;4;1;2;3;	0;0;0;0;0;0;	165cm	-	433140	433141	10/23	433139	433133	11	0	1116	0	1	005	-150	0	0	0	0
392	1392	1	0	433086	433099;433100;433101;433102;433103;	1;3;2;2;4;	0;0;0;0;0;	151cm	73/55/75	432826	433104	1/8	433105	433099	7	0	9	0	1	012	-150	0	0	0	0
393	1393	5	0	433145	432611;432612;432613;432614;432615;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	432616	-	432617	433265	11	3	4015	0	1	0	-150	0	0	0	0
394	1394	1	0	433151	433152;433153;433154;433155;433156;	0;0;0;0;0;	0;0;0;0;0;	145cm	72/55/74	432811	433165	11/15	433164	433156	7	2	14	0	1	0	-150	0	0	0	0
395	1395	1	0	433157	433158;433159;433160;433161;433162;	0;0;0;0;0;	0;0;0;0;0;	145cm	72/55/74	432811	433165	11/15	433164	433160	7	3	14	0	1	0	-150	0	0	0	0
396	1396	4	0	433166	433167;433168;433169;433170;433171;	0;0;0;0;0;	0;0;0;0;0;	152cm	65/47/68	432621	433266	-	433070	433168	11	2	3011	0	1	0	-150	0	0	0	0
397	1397	4	0	433172	433173;433174;433175;433176;433177;	0;0;0;0;0;	0;0;0;0;0;	165cm	89/62/90	432799	433267	-	204901	433175	11	2	3012	0	1	0	-150	0	0	0	0
398	1398	1	99	433249	433251;433252;433253;433254;433255;	0;0;0;0;0;	0;0;0;0;0;	163cm	84/59/87	205001	433257	12/7	433256	433251	7	2	1	0	1	0	-150	0	0	0	0
399	1399	1	99	433250	433258;433259;433260;433261;433262;	0;0;0;0;0;	0;0;0;0;0;	159cm	86/56/88	433073	433264	12/24	433263	433259	7	2	8	0	1	0	-150	0	0	0	0
400	1400	2	99	433180	433207;433208;433209;433210;433211;	1;1;2;3;4;	0;0;0;0;0;	164cm	82/55/86	433212	433213	10/24	433214	433209	7	0	1131	0	1	017	-150	0	0	0	0
401	1401	2	99	433181	433215;433216;433217;433218;433219;	1;1;2;3;4;	0;0;0;0;0;	170cm	87/61/90	433220	433221	7/3	433222	433217	7	0	1132	0	1	032	-150	0	0	0	0
402	1402	2	99	433182	433235;433236;433237;433238;433239;433240;	2;3;4;3;2;1;	0;0;0;0;0;0;	162cm	83/57/88	433242	433243	1/19	433241	433235	7	0	1133	0	1	005	-150	0	0	0	0
403	1403	1	0	433192	433193;433194;433195;433196;433197;	0;0;0;0;0;	0;0;0;0;0;	-	-	82466	433233	-	82466	433193	7	2	105	0	1	0	-150	0	0	0	0
404	1404	1	0	433198	433199;433200;433201;433202;433203;	0;0;0;0;0;	0;0;0;0;0;	149cm	74/56/78	82044	433224	10/18	433223	433200	7	2	6	0	1	0	-150	0	0	0	0
405	1405	2	99	433206	433225;433226;433227;433228;433229;	6;6;1;3;4;	0;0;0;0;0;	163cm	82/54/86	433230	433231	3/19	433232	433226	11	0	1117	0	1	005	-150	0	0	0	0
406	1406	1	99	432232	432213;432214;432215;432216;432217;432218;	1;4;2;4;3;4;	0;0;0;0;0;0;	148cm	75/57/75 	432259	432260	9/9	432261	432245	7	2	1	0	0	0	-150	0	0	0	0
407	1407	1	0	433246	433810;433811;433812;433813;433814;	0;0;0;0;0;	0;0;0;0;0;	147cm	74/55/76	205033	433840	8/18	433839	433812	7	2	3	0	1	037	-150	0	0	0	0
408	1408	1	0	433247	433815;433816;433818;433819;	0;0;0;0;	0;0;0;0;	145cm	70/58/73	205034	433830	3/28	433831	433816	7	2	5	0	1	037	-150	0	0	0	0
409	1409	1	0	433248	433820;433821;433822;433823;433824	0;0;0;0;0;	0;0;0;0;0;	165cm	84/64/90	433838	433836	2/9	433837	433820	7	2	10	0	1	037	-150	0	0	0	0
410	1410	1	99	433268	433269;433270;433271;433272;433273;	0;0;0;0;0;	0;0;0;0;0;0;	145cm	70/58/73	433341	433342	3/28	433340	433271	7	2	5	0	1	0	-150	0	0	0	0
