ID	PNGName	DevX	DevY	StorySide	FigueName	FacePosition	FlipOnOtherSide	Scale	BaseScale
1181	Partner/1181	0.5	0.54	1	204800	460;825	0	1	1
1182	Partner/1182	0.5	0.54	1	204807	512;854	0	1	1
1183	Partner/1183	0.5	0.53	1	204810	512;811	0	1	1
1184	Partner/1184	0.5	0.49	1	204811	563;761	0	1	1
1185	Partner/1185	0.5	0.53	1	204812	486;855	0	1	1
1186	Partner/1186	0.5	0.53	1	204813	499;888	0	1	1
1187	Partner/1187	0.5	0.55	1	204814	509;907	0	1	1
1188	Partner/1188	0.5	0.59	1	204842	539;929	0	1	1
1189	Partner/1189	0.5	0.55	1	204838	582;861	0	0.96	1
1196	Partner/1196	0.5	0.55	1	204823	502;903	0	1	1
1197	Partner/1197	0.5	0.55	1	204824	0;0	0	1	1
1198	Partner/1198	0.5	0.55	1	204825	0;0	0	1	1
1199	Partner/1199	0.5	0.55	1	204826	0;0	0	1	1
1200	Partner/1200	0.5	0.55	1	204827	0;0	0	1	1
1201	Partner/1201	0.5	0.55	1	204828	0;0	0	1	1
1202	Partner/1202	0.5	0.55	1	204829	0;0	0	1	1
1203	Partner/1203	0.5	0.51	1	204836	529.7;784.2	0	1.1	1
1204	Partner/1204	0.5	0.57	1	204837	505;926	0	1.05	1
1205	Partner/1205	0.5	0.52	1	204839	546;745	0	0.95	1
1206	Partner/1206	0.5	0.52	1	204840	0;0	0	1	1
1207	Partner/1207	0.5	0.55	1	204841	547;874	0	1	1
1208	Partner/1208	0.5	0.55	1	204843	0;0	0	1	1
1209	Partner/1209	0.5	0.51	1	204855	0;0	0	1	1
1211	Partner/1211	0.5	0.55	1	204867	514;864	0	1	1
1212	Partner/1212	0.5	0.51	1	204868	548;755	0	1	1
1213	Partner/1213	0.5	0.51	1	204870	502.2;817.8	0	1	1
1214	Partner/1214	0.5	0.51	1	204874	0;0	0	1	1
1215	Partner/1215	0.5	0.46	1	204875	0;0	0	1	1
1216	Partner/1216	0.5	0.51	1	204877	0;0	0	1	1
1217	Partner/1217	0.5	0.51	1	204878	0;0	0	1	1
1218	Partner/1218	0.5	0.46	1	204876	0;0	0	1	1
1219	Partner/1219	0.5	0.38	1	204873	0;0	0	1	1
1220	Partner/1220	0.5	0.51	1	204864	0;0	0	1	1
1221	Partner/1221	0.5	0.51	1	204886	0;0	0	1	1
1222	Partner/1222	0.5	0.57	1	204890	508;872	0	1	1
1223	Partner/1223	0.5	0.56	1	204900	0;0	0	1	1
1224	Partner/1224	0.5	0.56	1	204901	0;0	0	1	1
1225	Partner/1225	0.5	0.56	1	204902	0;0	0	1	1
1226	Partner/1226	0.5	0.54	1	204892	467;846	0	1	1
1227	Partner/1227	0.5	0.54	1	204893	500;920	0	1	1
1228	Partner/1228	0.5	0.54	1	204894	539.1;846.1	0	1	1
1230	Partner/1230	0.5	0.54	1	204896	517;898	0	1	1
1231	Partner/1231	0.5	0.54	1	204897	519;829	0	1	1
1232	Partner/1232	0.5	0.54	1	204898	524;880.1	0	1	1
1233	Partner/1233	0.5	0.54	1	204899	0;0	0	1	1
1234	Partner/1234	0.5	0.58	1	204903	0;0	0	1	1
1235	Partner/1235	0.5	0.54	1	204910	586;823	0	1	1
1236	Partner/1236	0.5	0.54	1	204911	0;0	0	1	1
1237	Partner/1237	0.5	0.54	1	204912	0;0	0	1	1
1238	Partner/1238	0.5	0.56	1	204915	538;878	0	1	1
1239	Partner/1239	0.5	0.56	1	204754	491;804.2	0	1	1
1240	Partner/1240	0.5	0.56	1	204919	0;0	0	1	1
1241	Partner/1241	0.5	0.56	1	204920	0;0	0	1	1
1242	Partner/1242	0.5	0.4	1	204921	512.1;714.9	0	1	1
1243	Partner/1243	0.5	0.54	1	204922	664.1;851	0	1	1
1244	Partner/1244	0.5	0.26	1	204923	540;625	0	1	1
1245	Partner/1245	0.5	0.5	1	204924	531;821	0	1	1
1246	Partner/1246	0.5	0.5	1	204925	609.9;800	0	1	1
1247	Partner/1247	0.5	0.6	1	204931	501;914.1	0	1	1
1248	Partner/1248	0.5	0.5	1	204934	0;0	0	1	1
1249	Partner/1249	0.5	0.5	1	291937	0;0	0	1	1
1250	Partner/1250	0.5	0.55	1	204561	0;0	0	1	1
1251	Partner/1251	0.5	0.55	1	204555	0;0	0	1	1
1252	Partner/1252	0.5	0.6	1	204966	0;0	0	1	1
1253	Partner/1253	0.5	0.6	1	204967	0;0	0	1	1
1254	Partner/1254	0.5	0.6	1	204968	0;0	0	1	1
1255	Partner/1255	0.5	0.6	1	204969	0;0	0	1	1
1256	Partner/1256	0.5	0.6	1	204970	0;0	0	1	1
1257	Partner/1257	0.5	0.55	1	204971	0;0	0	1	1
1258	Partner/1258	0.5	0.4	1	204972	0;0	0	1	1
1259	Partner/1259	0.5	0.4	1	204973	0;0	0	1	1
1260	Partner/1260	0.5	0.4	1	204974	0;0	0	1	1
1261	Partner/1261	0.5	0.4	1	204975	0;0	0	1	1
1262	Partner/1262	0.5	0.4	1	204976	0;0	0	1	1
1263	Partner/1263	0.5	0.4	1	204977	0;0	0	1	1
1264	Partner/1264	0.5	0.34	1	432042	464;648	0	1	1
1266	Partner/1266	0.5	0.5	1	432050	0;0	0	1	1
1267	Partner/1267	0.5	0.48	1	432063	518.4;769.1	0	1	1
1268	Partner/1268	0.5	0.52	1	432064	545.2;793.4	0	1	1
1269	Partner/1269	0.5	0.4	1	432065	0;0	0	1	1
1270	Partner/1270	0.5	0.4	1	432066	0;0	0	1	1
1271	Partner/1271	0.5	0.52	1	432100	0;0	0	1	1
1272	Partner/1272	0.5	0.4	1	432101	0;0	0	1	1
1273	Partner/1273	0.5	0.4	1	432114	0;0	0	1	1
1274	Partner/1274	0.5	0.4	1	432115	0;0	0	1	1
1275	Partner/1275	0.5	0.52	1	432116	559;832	0	1	1
1276	Partner/1276	0.5	0.52	1	204865	521;793	0	1	1
1277	Partner/1277	0.5	0.4	1	204542	0;0	0	1	1
1278	Partner/1278	0.5	0.56	1	3590	0;0	0	1	1
1279	Partner/1279	0.5	0.56	1	1800	0;0	0	1	1
1280	Partner/1280	0.5	0.5	1	204557	0;0	0	1	1
1281	Partner/1281	0.5	0.4	1	291937	0;0	0	1	1
1282	Partner/1282	0.5	0.52	1	432162	0;0	0	1	1
1283	Partner/1283	0.5	0.5	1	432163	0;0	0	1	1
1284	Partner/1284	0.5	0.2	1	204644	0;0	0	1	1
1286	Partner/1286	0.5	0.55	1	432180	493;860	0	1	1
1287	Partner/1287	0.5	0.56	1	432181	534;909	0	1	1
1288	Partner/1288	0.5	0.51	1	432745	0;0	0	1	1
1289	Partner/1289	0.5	0.54	1	432746	0;0	0	1	1
1290	Partner/1290	0.5	0.52	1	432201	508;816	0	1	1
1291	Partner/1291	0.5	0.48	1	432202	437;790	0	1	1
1292	Partner/1292	0.5	0.35	1	432203	514;641.9	0	1	1
1293	Partner/1293	0.5	0.4	1	432231	639;705	0	1	1
1294	Partner/1294	0.5	0.5	1	432232	0;0	0	1	1
1295	Partner/1295	0.5	0.48	1	432233	0;0	0	1	1
1296	Partner/1296	0.5	0.45	1	432234	0;0	0	1	1
1297	Partner/1297	0.5	0.5	1	432268	0;0	0	1	1
1298	Partner/1298	0.5	0.4	1	432269	0;0	0	1	1
1299	Partner/1299	0.5	0.4	1	432270	0;0	0	1	1
1300	Partner/1300	0.5	0.4	1	432271	0;0	0	1	1
1301	Partner/1301	0.5	0.4	1	432312	0;0	0	1	1
1302	Partner/1302	0.5	0.48	1	432320	0;0	0	1	1
1303	Partner/1303	0.5	0.43	1	432329	553;778	0	1	1
1304	Partner/1304	0.5	0.55	1	432342	574;911	0	1	1
1305	Partner/1305	0.5	0.45	1	432343	478;787	0	1	1
1306	Partner/1306	0.5	0.4	1	432400	0;0	0	1	1
1307	Partner/1307	0.5	0.5	1	432401	0;0	0	1	1
1308	Partner/1308	0.5	0.42	1	432402	0;0	0	1	1
1309	Partner/1309	0.5	0.43	1	432403	0;0	0	1	1
1310	Partner/1310	0.5	0.4	1	432404	0;0	0	1	1
1311	Partner/1311	0.5	0.5	1	432444	0;0	0	1	1
1312	Partner/1312	0.5	0.5	1	432445	0;0	0	1	1
1313	Partner/1313	0.5	0.58	1	432462	469;895.8	0	1	1
1314	Partner/1314	0.5	0.5	1	432463	532;826	0	1	1
1315	Partner/1315	0.5	0.52	1	432464	442;837	0	1	1
1316	Partner/1316	0.5	0.4	1	432465	0;0	0	1	1
1318	Partner/1318	0.5	0.42	1	432730	442;838	0	1	1
1319	Partner/1319	0.5	0.5	1	432731	0;1	0	1	1
1320	Partner/1320	0.5	0.46	1	432504	533;796.9	0	1	1
1321	Partner/1321	0.5	0.5	1	432505	0;0	0	1	1
1322	Partner/1322	0.5	0.44	1	432506	441;765.3	0	1	1
1323	Partner/1323	0.5	0.33	1	432507	0;0	0	1	1
1324	Partner/1324	0.5	0.52	1	432508	0;0	0	1	1
1325	Partner/1325	0.5	0.47	1	432509	0;0	0	1	1
1326	Partner/1326	0.5	0.48	1	432510	505;815	0	1	1
1327	Partner/1327	0.5	0.48	1	432511	485.4;814	0	1	1
1328	Partner/1328	0.5	0.31	1	432568	0;0	0	1	1
1329	Partner/1329	0.5	0.5	1	432569	441;765.3	0	1	1
1330	Partner/1330	0.5	0.39	1	432570	0;0	0	1	1
1331	Partner/1331	0.5	0.3	1	432571	0;0	0	1	1
1332	Partner/1332	0.5	0.46	1	432572	0;0	0	1	1
1333	Partner/1333	0.5	0.42	1	432573	505;815	0	1	1
1334	Partner/1334	0.5	0.48	1	432574	485.4;814	0	1	1
1335	Partner/1335	0.5	0.41	1	432661	474;730	0	1	1
1336	Partner/1336	0.5	0.45	1	432662	0;0	0	1	1
1337	Partner/1337	0.5	0.48	1	432663	0;0	0	1	1
1338	Partner/1338	0.5	0.39	1	432664	0;0	0	1	1
1339	Partner/1339	0.5	0.3	1	432665	0;0	0	1	1
1340	Partner/1340	0.5	0.46	1	432666	0;0	0	1	1
1341	Partner/1341	0.5	0.42	1	432667	505;815	0	1	1
1342	Partner/1342	0.5	0.48	1	432668	485.4;814	0	1	1
1343	Partner/1343	0.5	0.48	1	432669	485.4;815	0	1	1
1344	Partner/1344	0.5	0.54	1	432710	505;816	0	1	1
1345	Partner/1345	0.5	0.49	1	432711	485.4;815	0	1	1
1346	Partner/1346	0.5	0.41	1	432642	474;730	0	1	1
1347	Partner/1347	0.5	0.45	1	432643	0;0	0	1	1
1348	Partner/1348	0.5	0.48	1	432644	0;0	0	1	1
1351	Partner/1351	0.5	0.58	1	204606	0;0	0	1	1
1352	Partner/1352	0.5	0.38	1	432789	483.5;728.6	0	1	1
1353	Partner/1353	0.5	0.36	1	432916	431.2;719.3	0	1	1
1354	Partner/1354	0.5	0.56	1	432917	458.9;907.3	0	1	1
1355	Partner/1355	0.5	0.5	1	432833	0;0	0	1	1
1356	Partner/1356	0.5	0.5	1	432840	0;0	0	1	1
1357	Partner/1357	0.5	0.52	1	432844	0;0	0	1	1
1358	Partner/1358	0.5	0.5	1	432850	0;0	0	1	1
1359	Partner/1359	0.5	0.47	1	432860	0;0	0	1	1
1360	Partner/1360	0.5	0.5	1	432866	0;0	0	1	1
1361	Partner/1361	0.5	0.5	1	432871	0;0	0	1	1
1362	Partner/1362	0.5	0.58	1	432802	0;0	0	1	1
1363	Partner/1363	0.5	0.5	1	432808	0;0	0	1	1
1364	Partner/1364	0.5	0.5	1	432809	0;0	0	1	1
1365	Partner/1365	0.5	0.42	1	432876	0;0	0	1	1
1366	Partner/1366	0.5	0.6	1	432882	0;0	0	1	1
1367	Partner/1367	0.5	0.5	1	432888	601;808.6	0	1	1
1368	Partner/1368	0.5	0.3	1	432897	534;639.8	0	1	1
1369	Partner/1369	0.5	0.4	1	432898	506.1;767.6	0	1	1
1370	Partner/1370	0.5	0.48	1	432899	493.1;800.3	0	1	1
1371	Partner/1371	0.5	0.43	1	432900	542.8;747.2	0	1	1
1372	Partner/1372	0.5	0.48	1	432901	511;813.5	0	1	1
1373	Partner/1373	0.5	0.56	1	432902	0;0	0	1	1
1374	Partner/1374	0.5	0.46	1	432908	0;0	0	1	1
1375	Partner/1375	0.5	0.27	1	432914	528.1;615.9	0	1	1
1376	Partner/1376	0.5	0.4	1	432915	508.8;743.3	0	1	1
1377	Partner/1377	0.5	0.53	1	433010	0;0	0	1	1
1378	Partner/1378	0.5	0.51	1	432998	0;0	0	1	1
1379	Partner/1379	0.5	0.56	1	433004	0;0	0	1	1
1380	Partner/1380	0.5	0.54	1	432992	0;0	0	1	1
1381	Partner/1381	0.5	0.52	1	433016	0;0	0	1	1
1382	Partner/1382	0.5	0.53	1	433017	0;0	0	1	1
1383	Partner/1383	0.5	0.47	1	433023	0;0	0	1	1
1384	Partner/1384	0.5	0.45	1	433029	0;0	0	1	1
1385	Partner/1385	0.5	0.43	1	433035	0;0	0	1	1
1386	Partner/1386	0.5	0.44	1	433041	0;0	0	1	1
1387	Partner/1387	0.5	0.5	1	433081	504.6;850.5	0	1	1
1388	Partner/1388	0.5	0.44	1	433082	552.9;763.2	0	1	1
1389	Partner/1389	0.5	0.39	1	433083	475.1;697.4	0	1	1
1390	Partner/1390	0.5	0.49	1	433084	442.1;855	0	1	1
1391	Partner/1391	0.5	0.54	1	433085	506.9;904.3	0	1	1
1392	Partner/1392	0.5	0.45	1	433086	524;786.4	0	1	1
1394	Partner/1394	0.5	0.45	1	433151	0;0	0	1	1
1396	Partner/1396	0.5	0.45	1	433166	0;0	0	1	1
1397	Partner/1397	0.5	0.45	1	433172	0;0	0	1	1
1398	Partner/1398	0.5	0.56	1	433249	0;0	0	1	1
1399	Partner/1399	0.5	0.56	1	433250	0;0	0	1	1
1400	Partner/1400	0.5	0.45	1	433180	330;701	0	1.6	1
1401	Partner/1401	0.5	0.36	1	433181	463;643 	0	1	1
1402	Partner/1402	0.5	0.36	1	433182	425;593	0	1	1
1403	Partner/1403	0.5	0.48	1	433192	500;400	0	1	1
1404	Partner/1404	0.5	0.45	1	433198	500;400	0	1	1
1405	Partner/1405	0.5	0.48	1	2008857	540;837	0	1	1
1406	Partner/1406	0.5	0.45	1	433204	500;401	0	1	1
1407	Partner/1407	0.5	0.48	1	433246	500;400	0	1	1
1408	Partner/1408	0.5	0.45	1	433247	500;400	0	1	1
1409	Partner/1409	0.5	0.46	1	433248	482;889	0	1	1
1410	Partner/1410	0.5	0.51	1	433268	500;400	0	0.9	1
1411	Partner/1411	0.5	0.48	1	433274	500;400	0	1.05	1
1412	Partner/1412	0.5	0.49	1	433280	500;400	0	1	1
1413	Partner/1413	0.5	0.5	1	433286	500;400	0	1	1
1414	Partner/1414	0.5	0.5	1	433297	518.1;646.5	0	1	1
1415	Partner/1415	0.5	0.5	1	433298	504.9;654.7	0	1	1
1416	Partner/1416	0.5	0.5	1	433299	482.9;803.3	0	1	1
1417	Partner/1417	0.5	0.5	1	433300	580;795	0	1	1
1418	Partner/1418	0.5	0.49	1	433301	500;771	0	1	1
1419	Partner/1419	0.5	0.5	1	433302	553.6;886.4	0	1	1
1420	Partner/1420	0.5	0.57	1	433303	501;854	0	1	1
1421	Partner/1421	0.5	0.57	1	433309	482;889	0	1	1
1422	Partner/1422	0.5	0.5	1	433315	478;890	0	1	1
1423	Partner/1423	0.5	0.52	1	433321	511;896	0	1	1
1424	Partner/1424	0.5	0.54	1	433327	482;889	0	1	1
1425	Partner/1425	0.5	0.54	1	433333	482;889	0	1	1
1427	Partner/1427	0.5	0.6	1	433378	0;0	0	1	1
1428	Partner/1428	0.5	0.6	1	433639	0;0	0	1	1
1429	Partner/1429	0.5	0.52	1	433414	497;872.7	0	1	1
1430	Partner/1430	0.5	0.45	1	295025	690;801.8	0	1	1
1431	Partner/1431	0.5	0.4	1	295025	511.8;701.3	0	1	1
1432	Partner/1432	0.5	0.35	1	433423	0;0	0	1	1
1433	Partner/1433	0.5	0.35	1	433429	0;0	0	1	1
1434	Partner/1434	0.5	0.35	1	433435	0;0	0	1	1
1435	Partner/1435	0.5	0.35	1	433441	0;0	0	1	1
1436	Partner/1436	0.5	0.35	1	433447	0;0	0	1	1
1437	Partner/1437	0.5	0.35	1	433453	0;0	0	1	1
1438	Partner/1438	0.5	0.4	1	433459	503;728	0	1	1
1439	Partner/1439	0.5	0.5	1	433466	0;0	0	1	1
1440	Partner/1440	0.5	0.48	1	433460	0;0	0	1	1
1441	Partner/1441	0.5	0.55	1	504508	0;0	0	1	1
1442	Partner/1442	0.5	0.48	1	433548	0;0	0	1	1
1443	Partner/1443	0.5	0.35	1	433554	0;0	0	1	1
1444	Partner/1444	0.5	0.45	1	433563	0;0	0	1	1
1445	Partner/1445	0.5	0.48	1	433569	0;0	0	1	1
1446	Partner/1446	0.5	0.48	1	433575	0;0	0	1	1
1447	Partner/1447	0.5	0.45	1	433581	535.8;788.6	0	1	1
1448	Partner/1448	0.5	0.48	1	433548	0;0	0	1	1
1449	Partner/1449	0.5	0.53	1	434708	500;400	0	1	1
1450	Partner/1450	0.5	0.48	1	433548	0;0	0	1	1
1451	Partner/1451	0.5	0.3	1	435012	475;613	0	1	1
1452	Partner/1452	0.5	0.44	1	435013	0;0	0	1	1
1453	Partner/1453	0.5	0.48	1	433613	0;0	0	1	1
1455	Partner/1455	0.5	0.48	1	433633	0;0	0	1	1
1456	Partner/1456	0.45	0.55	1	433670	486.8;896.1	0	1	1
1457	Partner/1457	0.48	0.53	1	433676	512.7;853.5	0	1	1
1458	Partner/1458	0.5	0.48	1	433682	0;0	0	1	1
1459	Partner/1459	0.5	0.48	1	433688	0;0	0	1	1
1460	Partner/1460	0.38	0.51	1	433688	0;0	0	1	1
1461	Partner/1461	0.5	0.55	1	434075	500;400	0	1	1
1463	Partner/1463	0.5	0.45	1	433795	496;815	0	1	1
1462	Partner/1462	0.5	0.52	1	434543	500;400	0	1	1
1464	Partner/1464	0.5	0.52	1	433764	785.1;813.5	0	1	1
1465	Partner/1465	0.5	0.66	1	433770	488.2;869.2	0	1	1
1466	Partner/1466	0.55	0.6	1	433776	785.1;813.6	0	1	1
1467	Partner/1467	0.5	0.54	1	433714	488.2;869.3	0	1	1
1468	Partner/1468	0.65	0.48	1	433715	785.1;813.7	0	1	1
1469	Partner/1469	0.5	0.5	1	433841	500;400	0	1	1
1470	Partner/1470	0.5	0.5	1	433847	500;400	0	1	1
1471	Partner/1471	0.55	0.5	1	433883	506;786	0	1	1
1472	Partner/1472	0.5	0.5	1	433884	500;400	0	1	1
1473	Partner/1473	0.55	0.39	1	433890	654;661	0	1	1
1474	Partner/1474	0.4	0.45	1	433853	387;766	0	1	1
1475	Partner/1475	0.48	0.35	1	433716	539.2;709.1	0	1	1
1476	Partner/1476	0.48	0.35	1	433782	539.2;709.1	0	1	1
1477	Partner/1477	0.55	0.35	1	433854	626;563	0	1	1
1478	Partner/1478	0.45	0.48	1	433717	469.1;808.7	0	1	1
1479	Partner/1479	0.5	0.5	1	433891	470;857	0	1	1
1480	Partner/1480	0.5	0.5	1	433892	483;841	0	1	1
1481	Partner/1481	0.45	0.48	1	433796	469.1;808.7	0	1	1
1482	Partner/1482	0.5	0.4	1	433855	518;672	0	0.8	1
1483	Partner/1483	0.5	0.5	1	433856	500;400	0	1	1
1484	Partner/1484	0.5	0.5	1	433862	500;400	0	1	1
1485	Partner/1485	0.5	0.5	1	433893	500;400	0	1	1
1486	Partner/1486	0.5	0.5	1	433900	500;400	0	1	1
1487	Partner/1487	0.5	0.5	1	433906	500;400	0	1	1
1488	Partner/1488	0.5	0.5	1	433912	500;400	0	1	1
1489	Partner/1489	0.5	0.5	1	433918	500;400	0	1	1
1490	Partner/1490	0.5	0.5	1	433924	500;400	0	1	1
1491	Partner/1491	0.5	0.5	1	433930	500;400	0	1	1
1492	Partner/1492	0.5	0.5	1	433936	500;400	0	1	1
1493	Partner/1493	0.5	0.3	1	433942	500;400	0	1	1
1494	Partner/1494	0.5	0.3	1	433948	500;400	0	1	1
1495	Partner/1495	0.5	0.32	1	433954	500;400	0	1	1
1496	Partner/1496	0.5	0.24	1	433960	500;400	0	1	1
1497	Partner/1497	0.5	0.24	1	433966	500;400	0	1	1
1498	Partner/1498	0.5	0.38	1	433972	500;400	0	1	1
1499	Partner/1499	0.5	0.5	1	433978	500;400	0	1	1
1500	Partner/1500	0.5	0.5	1	433984	500;400	0	1	1
1501	Partner/1501	0.5	0.5	1	433990	500;400	0	1	1
1502	Partner/1502	0.5	0.5	1	433996	500;400	0	1	1
1503	Partner/1503	0.5	0.5	1	434002	500;400	0	1	1
1504	Partner/1504	0.5	0.45	1	434008	500;400	0	1	1
1505	Partner/1505	0.5	0.5	1	434014	500;400	0	1	1
1506	Partner/1506	0.5	0.5	1	434235	500;400	0	1	1
1507	Partner/1507	0.5	0.5	1	434081	500;402	0	1	1
1508	Partner/1508	0.5	0.5	1	434241	500;400	0	1	1
1509	Partner/1509	0.5	0.3	1	434247	500;400	0	1	1
1510	Partner/1510	0.5	0.5	1	434253	496;808	0	1	1
1511	Partner/1511	0.5	0.39	1	434380	516;681	0	1	1
1512	Partner/1512	0.5	0.42	1	434381	451;728	0	1	1
1513	Partner/1513	0.5	0.33	1	434382	473;631	0	1	1
1514	Partner/1514	0.5	0.45	1	434259	500;400	0	1	1
1515	Partner/1515	0.5	0.5	1	434265	502;848	0	1	1
1516	Partner/1516	0.5	0.5	1	434271	500;400	0	1	1
1517	Partner/1517	0.5	0.5	1	434113	500;400	0	1	1
1518	Partner/1518	0.5	0.3	1	434020	500;400	0	1	1
1519	Partner/1519	0.5	0.3	1	434026	500;400	0	1	1
1520	Partner/1520	0.5	0.3	1	434032	500;400	0	1	1
1521	Partner/1521	0.5	0.3	1	434038	500;400	0	1	1
1522	Partner/1522	0.5	0.3	1	434044	500;400	0	1	1
1523	Partner/1523	0.5	0.3	1	434050	500;400	0	1	1
1524	Partner/1524	0.48	0.48	1	433879	457;771	0	1	1
1525	Partner/1525	0.53	0.53	1	433880	520;826	0	1	1
1526	Partner/1526	0.6	0.5	1	434087	581;779	0	1	1
1527	Partner/1527	0.5	0.5	1	434468	500;400	0	1	1
1528	Partner/1528	0.5	0.5	1	434356	500;400	0	1	1
1529	Partner/1529	0.5	0.5	1	434567	500;400	0	1	1
1530	Partner/1530	0.5	0.45	1	434567	503;820	0	1	1
1531	Partner/1531	0.5	0.45	1	12327	494;746	0	1	1
1532	Partner/1532	0.55	0.48	1	434056	553;86	0	1	1
1533	Partner/1533	0.55	0.48	1	434362	553;86	0	1	1
1534	Partner/1534	0.5	0.26	1	434403	502;561	0	1	1
1535	Partner/1535	0.5	0.47	1	434093	504;759	0	1.2	1
1536	Partner/1536	0.5	0.47	1	434386	504;760	0	1	1
1537	Partner/1537	0.5	0.35	1	434306	500;400	0	1	1
1538	Partner/1538	0.6	0.37	1	434409	627;729	0	1	1
1539	Partner/1539	0.5	0.45	1	434415	474;680	0	1	1
1541	Partner/1541	0.5	0.45	1	434439	500;400	0	1	1
1542	Partner/1542	0.5	0.5	1	291899	0;0	0	1	1
1543	Partner/1543	0.5	0.35	1	434439	500;400	0	1	1
1544	Partner/1544	0.5	0.55	1	434368	500;400	0	1	1
1545	Partner/1545	0.5	0.35	1	434277	500;400	0	1	1
1546	Partner/1546	0.5	0.35	1	434283	500;400	0	1	1
1547	Partner/1547	0.5	0.35	1	434677	500;400	0	1	1
1548	Partner/1548	0.5	0.45	1	434573	489;780	0	1	1
1549	Partner/1549	0.5	0.53	1	434421	500;400	0	1	1
1550	Partner/1550	0.5	0.35	1	434427	500;400	0	1	1
1551	Partner/1551	0.5	0.5	1	434638	512;876	0	1	1
1552	Partner/1552	0.5	0.35	1	434433	500;400	0	1	1
1553	Partner/1553	0.5	0.47	1	434512	469;813	0	1	1
1554	Partner/1554	0.5	0.54	1	434620	446;884	0	1	1
1555	Partner/1555	0.45	0.48	1	434374	348;729	0	1	1
1556	Partner/1556	0.5	0.5	1	434644	503;842	0	1	1
1557	Partner/1557	0.55	0.5	1	206167	500;416	0	1	1
1558	Partner/1558	0.5	0.5	1	434644	503;842	0	1	1
1559	Partner/1559	0.5	0.38	1	434650	580;632	0	1	1
1560	Partner/1560	0.5	0.28	1	434751	495;600	0	1	1
1561	Partner/1561	0.5	0.5	1	580322	500;400	0	1	1
1562	Partner/1562	0.5	0.5	1	580332	500;400	0	1	1
1564	Partner/1564	0.5	0.47	1	434626	491;794	0	1	1
1565	Partner/1565	0.5	0.5	1	1200	500;400	0	1	1
1566	Partner/1566	0.5	0.4	1	206167	534;720	0	1	1
1567	Partner/1567	0.5	0.45	1	434823	487;645	0	1.5	1
1568	Partner/1568	0.6	0.35	1	206167	500;400	0	0.7	1
1569	Partner/1569	0.5	0.3	1	206167	500;401	0	0.7	1
1570	Partner/1570	0.5	0.4	1	434474	500;400	0	1	1
1571	Partner/1571	0.5	0.4	1	434480	500;400	0	1	1
1572	Partner/1572	0.5	0.5	1	434656	499;830	0	1	1
1573	Partner/1573	0.5	0.4	1	434757	486;651	0	1.2	1
1574	Partner/1574	0.5	0.55	1	434799	500;400	0	0.9	1
1575	Partner/1575	0.5	0.55	1	434805	500;400	0	1	1
1576	Partner/1576	0.5	0.52	1	434811	500;400	0	1.1	1
1577	Partner/1577	0.5	0.5	1	434468	500;400	0	1	1
1578	Partner/1578	0.55	0.25	1	434518	675;440	0	1	1
1579	Partner/1579	0.5	0.5	1	434486	541;774	0	0.9	1
1580	Partner/1580	0.47	0.3	1	434492	376.2;557.9	0	1.2	0.5
1581	Partner/1581	0.5	0.5	1	206167	500;400	0	1	1
1585	Partner/1585	0.52	0.52	1	434536	599;828	0	1	1
1586	Partner/1586	0.52	0.52	1	434555	500;400	0	1	1
1587	Partner/1587	0.5	0.38	1	434763	580;632	0	1	1
1588	Partner/1588	0.5	0.5	1	434468	500;400	0	1	1
1589	Partner/1589	0.52	0.52	1	434579	500;400	0	1	1
1590	Partner/1590	0.52	0.52	1	434585	500;400	0	1	1
1591	Partner/1591	0.5	0.5	1	206167	500;402	0	1	1
1592	Partner/1592	0.5	0.5	1	206167	500;419	0	1	1
1593	Partner/1593	0.5	0.5	1	434662	500;400	0	1	1
1594	Partner/1594	0.5	0.5	1	434690	529;790	0	1	1
1595	Partner/1595	0.5	0.5	1	434690	529;790	0	1	1
1596	Partner/1596	0.5	0.5	1	434690	529;790	0	1	1
1597	Partner/1597	0.52	0.55	1	434768	580;632	0	1	1
1598	Partner/1598	0.52	0.55	1	434817	580;632	0	1	1
1599	Partner/1599	0.5	0.5	1	206167	500;400	0	1	1
1600	Partner/1600	0.5	0.5	1	206167	500;401	0	1	1
1601	Partner/1601	0.5	0.5	1	206167	500;402	0	1	1
1602	Partner/1602	0.5	0.5	1	434731	473;849	0	1	1
1603	Partner/1603	0.5	0.5	1	434696	515;804	0	1	1
1604	Partner/1604	0.5	0.5	1	206167	500;403	0	1	1
1605	Partner/1605	0.5	0.5	1	206167	500;404	0	1	1
1606	Partner/1606	0.5	0.5	1	206167	500;405	0	1	1
1607	Partner/1607	0.5	0.35	1	206167	500;406	0	1	1
1608	Partner/1608	0.5	0.25	1	206167	500;407	0	1	1
1609	Partner/1609	0.5	0.47	1	206167	500;408	0	1.3	1
1610	Partner/1610	0.5	0.5	1	206167	500;409	0	1	1
1611	Partner/1611	0.48	0.42	1	434774	425;731	0	1	1
1612	Partner/1612	0.5	0.42	1	12327	537;726	0	1	1
1613	Partner/1613	0.5	0.5	1	206167	500;400	0	1	1
1614	Partner/1614	0.5	0.4	1	206167	500;401	0	1	1
1615	Partner/1615	0.5	0.5	1	206167	500;402	0	1	1
1617	Partner/1617	0.5	0.5	1	206167	500;403	0	1	1
1616	Partner/1616	0.5	0.5	1	206167	500;404	0	1	1
